frequency,decay,Q,abs_amplitude,amplitude,error
0.6488167742301092,-0.0013686868134888037,237.02163556915744,2.8790628386459463,(-0.27483812744107594+2.8659146589835394j),(1.605128551524148e-09+0j)
1.096225986509438,-0.009266449999933899,59.150267174444245,0.013757789771549104,(0.006741692336456483+0.01199276297767554j),(1.8881906940540132e-05+0j)
