frequency,decay,Q,abs_amplitude,amplitude,error
0.6455725718460472,-3.6510930093606316e-09,88408124.66170205,10.626593986723707,(-1.2595999961249007+10.551677952270653j),(3.2286562435194505e-11+0j)
0.9377921508393943,-3.1282932593833468e-06,149888.78488717088,0.46531642961357395,(0.16136151764910106-0.4364422530991964j),(7.173517172673247e-10+0j)
1.0512809560358645,-2.694517874436105e-05,19507.774767607938,0.5431538932492525,(0.042295043862812014+0.5415046454246382j),(3.400529454242981e-10+0j)
